proyecto_id,titulo,publicacion_fecha,anio,tipo,autor,relevante,dominio,tema,orientacion,saliencia,fuente_etiqueta,flag_revision,notas
HCDN149119,"DECLARAR DE INTERES DE ESTA H. CAMARA EL CURSO ""MANEJO DE CAMPOS NATURALES"", PROPICIADO POR EL INSTITUTO DE PROMOCION DE CARNE VACUNA ARGENTINA, A INICIARSE CON LA MODALIDAD A DISTANCIA DESDE EL 22 DE MARZO DE 2013.",2013-03-13T00:00:00,2013,RESOLUCION,"ORSOLINI, PABLO EDUARDO",false,ninguno,,,,corpus,no,curso IPCVA
HCDN149134,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LOS CONTROLES Y MONITOREOS QUE INDICAN LA NO PRESENCIA DE LA ENFERMEDAD DE LOS CITRICOS HUANGLONGBING - HLB - Y SU VECTOR - DIAPHORINA CITRI - EN LA PROVINCIA DE MISIONES.,2013-03-13T00:00:00,2013,RESOLUCION,"PUERTA, FEDERICO RAMON",false,ninguno,,,,corpus,no,HLB
HCDN149266,"CAPITAL NACIONAL DEL LIMON: SE DECLARA COMO TAL AL DEPARTAMENTO DE TAFI VIEJO, PROVINCIA DE TUCUMAN. (REPRODUCCION DEL EXPEDIENTE 3144-D-11).",2013-03-15T00:00:00,2013,LEY,"CASAÑAS, JUAN FRANCISCO",false,ninguno,,,,corpus,no,capital limon
HCDN149269,"""INSTITUTO DE PROMOCION DE LA CARNE PORCINA ARGENTINA (IPCPA)"": CREACION (REPRODUCCION DEL EXPEDIENTE 5371-D-11).",2013-03-15T00:00:00,2013,LEY,"CASAÑAS, JUAN FRANCISCO",false,ninguno,,,,corpus,no,IPCPA
HCDN149326,"DECLARAR DE INTERES DE ESTA H. CAMARA EL ""SEMINARIO MERCOSUR: POLITICAS DE EVALUACION EDUCATIVA EN LA REGION"", A REALIZARSE LOS DIAS 18 Y 19 DE MARZO DE 2013, EN LA CIUDAD AUTONOMA DE BUENOS AIRES.",2013-03-18T00:00:00,2013,RESOLUCION,"LEVERBERG, STELLA MARIS",false,ninguno,,,,corpus,si,seminario Mercosur educativo: oficialidad ambigua
HCDN149356,"PRESUPUESTO NACIONAL 2013 (LEY 26784): SUSTITUCION DEL ARTICULO 16, SOBRE FONDO NACIONAL PARA EL ENRIQUECIMIENTO Y LA CONSERVACION DE LOS BOSQUES NATIVOS.",2013-03-19T00:00:00,2013,LEY,"VILLATA, GRACIELA SUSANA",true,D,eudr_trazabilidad_forestal,administrativa_neutra,relacionada,corpus,si,fondo bosques presupuesto
HCDN149359,PEDIDO DE INFORMES AL PODER EJECUTIVO NACIONAL SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LOS BOSQUES Y EL PROCESO DE DEFORESTACION.,2013-03-19T00:00:00,2013,RESOLUCION,"ASSEFF, ALBERTO",true,D,eudr_trazabilidad_forestal,administrativa_neutra,relacionada,corpus,no,deforestacion informes
HCDN149384,PEDIDO DE INFORMES AL PODER EJECUTIVO NACIONAL SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LOS MONTOS ACUMULADOS EN EL FONDO DE CONSERVACION DE LOS BOSQUES NATIVOS.,2013-03-19T00:00:00,2013,RESOLUCION,"PANSA, SERGIO HORACIO",true,D,eudr_trazabilidad_forestal,administrativa_neutra,relacionada,corpus,si,fondo bosques
HCDN149401,"EXPRESAR ADHESION AL ""DIA DEL MERCOSUR"", A CELEBRARSE EL 26 DE MARZO DE 2013.",2013-03-19T00:00:00,2013,RESOLUCION,"GRANADOS, DULCE",true,C,mercosur_simbolico,administrativa_neutra,relacionada,corpus,si,Dia del Mercosur
HCDN149404,"PEDIDO DE INFORMES AL PODER EJECUTIVO NACIONAL SOBRE LA QUEJA DE LA ""ORGANIZACION MUNDIAL DE COMERCIO (OMC)"" CON MOTIVO DE LAS RESTRICCIONES A LAS IMPORTACIONES POR PARTE DE LA REPUBLICA ARGENTINA.",2013-03-19T00:00:00,2013,RESOLUCION,"DE MARCHI, OMAR",false,ninguno,,,,corpus,no,OMC
HCDN149837,"LEY 25065 Y SU MODIFICATORIA 26010, DE TARJETAS DE CREDITO: MODIFICACION DE LOS ARTICULOS 15 Y 16, SOBRE ARANCELES DIFERENCIADOS EN CONCEPTO DE COMISIONES Y OTROS CARGOS Y DE INTERES COMPENSATORIO O FINANCIERO, RESPECTIVAMENTE.",2013-03-26T00:00:00,2013,LEY,"MALDONADO, VICTOR HUGO",false,ninguno,,,,corpus,no,tarjetas
HCDN149945,"DECLARAR DE INTERES DE LA H. CAMARA EL ""VI CONGRESO NACIONAL DE PASTIZALES, EL III CONGRESO DEL MERCOSUR Y LAS JORNADAS TECNICAS DE PRODUCTORES"", A REALIZARSE DEL 9 AL 12 DE ABRIL DE 2013 EN SANTA ROSA, PROVINCIA DE LA PAMPA.",2013-04-03T00:00:00,2013,RESOLUCION,"BIANCHI, IVANA MARIA",false,ninguno,,,,corpus,no,congreso
HCDN149952,"SOLICITAR AL PODER EJECUTIVO DISPONGA EL MAYOR ESFUERZO POLITICO-DIPLOMATICO TENDIENTE AL INGRESO AL MERCOSUR DE ECUADOR, BOLIVIA, GUYANA Y SURINAM.",2013-04-03T00:00:00,2013,DECLARACION,"ASSEFF, ALBERTO",true,C,mercosur_institucional,administrativa_neutra,relacionada,corpus,no,ampliacion del bloque
HCDN149993,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON EL PRESUPUESTO DESIGNADO POR AÑO DESDE LA VIGENCIA DE LA LEY 26331, DE PRESUPUESTOS MINIMOS DE PROTECCION AMBIENTAL DE LOS BOSQUES NATIVOS.",2013-04-04T00:00:00,2013,RESOLUCION,"MARTINEZ, SOLEDAD",true,D,eudr_trazabilidad_forestal,administrativa_neutra,relacionada,corpus,si,presupuesto 26331
HCDN150121,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LOS CUPOS DE LA ""CUOTA HILTON"".",2013-04-09T00:00:00,2013,RESOLUCION,"BIANCHI, IVANA MARIA",true,B,comercio_ue_sectorial,administrativa_neutra,relacionada,corpus,no,Hilton
HCDN150155,REGIMEN DE PROMOCION DE LAS INVERSIONES PARA IMPULSAR LA PRODUCCION DE CARNE BOVINA (REPRODUCCION DEL EXPEDIENTE 2504-D-11).,2013-04-10T00:00:00,2013,LEY,"BURYAILE, RICARDO",false,ninguno,,,,corpus,no,
HCDN150294,"EXPRESAR PREOCUPACION POR EL INCUMPLIMIENTO DE LA ""CUOTA HILTON"".",2013-04-11T00:00:00,2013,DECLARACION,"MARTINEZ, JULIO CESAR",true,B,comercio_ue_sectorial,pro_liberalizacion,relacionada,corpus,no,
HCDN150400,FRANJAS MINIMAS DE PROTECCION SANITARIA Y AMBIENTAL PARA LA APLICACION DE PRODUCTOS FITOSANITARIOS: REGIMEN.,2013-04-15T00:00:00,2013,LEY,"LINARES, MARIA VIRGINIA",false,ninguno,,,,corpus,no,fitosanitarios
HCDN150444,"DECLARAR DE INTERES DE LA H. CAMARA EL ""SEMINARIO GANADERO DEL IPCVA: GANADERIA Y COMPROMISO, DIAGNOSTICO Y PROPUESTA PARA EL CRECIMIENTO SOSTENIDO DE LA CADENA DE LA CARNE VACUNA"", A REALIZARSE EL DIA 18 DE ABRIL DE 2013 EN LA CIUDAD CAPITAL DE LA PROVINCIA DE SANTA FE.",2013-04-16T00:00:00,2013,RESOLUCION,"ORSOLINI, PABLO EDUARDO",false,ninguno,,,,corpus,no,seminario
HCDN150605,"EXPRESAR PREOCUPACION POR EL SEXTO AÑO CONSECUTIVO DE INCUMPLIMIENTO DE LA ""CUOTA HILTON"".",2013-04-17T00:00:00,2013,DECLARACION,"GARNERO, ESTELA RAMONA",true,B,comercio_ue_sectorial,pro_liberalizacion,relacionada,corpus,no,
HCDN150606,"EXPRESAR PREOCUPACION POR LA NUEVA NORMATIVA DEL ""SERVICIO DE SANIDAD ANIMAL - SENASA -"", QUE PROHIBE LA VACUNACION CONTRA LA AFTOSA EN UNA FRANJA AL SUR DEL RIO COLORADO.",2013-04-17T00:00:00,2013,DECLARACION,"MARTINEZ, JULIO CESAR",false,ninguno,,,,corpus,si,vacunacion aftosa Patagonia (sonda)
HCDN150644,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA RESOLUCION DEL ""SERVICIO NACIONAL DE SANIDAD ANIMAL - SENASA -"" 82/13, QUE PROHIBE LA VACUNACION CONTRA LA AFTOSA EN LA ZONA ""PATAGONIA NORTE A"".",2013-04-18T00:00:00,2013,RESOLUCION,"BURYAILE, RICARDO",false,ninguno,,,,corpus,si,aftosa Patagonia (sonda)
HCDN150727,BANDERA DEL MERCOSUR: SE DISPONE SU IZAMIENTO OBLIGATORIO JUNTO AL PABELLON NACIONAL EN EDIFICIOS PUBLICOS (REPRODUCCION DEL EXPEDIENTE 2748-D-11).,2013-04-22T00:00:00,2013,LEY,"GONZALEZ, JUAN DANTE",true,C,mercosur_simbolico,administrativa_neutra,relacionada,corpus,no,bandera del Mercosur (adjudicado)
HCDN150743,ACTIVIDAD PROFESIONAL Y REGIMEN ARANCELARIO DE LOS MATRICULADOS EN CIENCIAS ECONOMICAS EN MATERIA JUDICIAL Y ADMINISTRATIVA.,2013-04-23T00:00:00,2013,LEY,"DIAZ ROIG, JUAN CARLOS",false,ninguno,,,,corpus,no,aranceles profesionales
HCDN150915,"EXPRESAR REPUDIO POR LAS DECLARACIONES PUBLICAS DEL DIPUTADO ELECTO DE LA REPUBLICA DEL PARAGUAY, HUGO RUBIN, SOBRE LA POSIBILIDAD DE QUE SU PAIS VUELVA A INTEGRAR EL MERCOSUR.",2013-04-26T00:00:00,2013,DECLARACION,"PERIE, JULIA ARGENTINA",true,C,mercosur_institucional,administrativa_neutra,relacionada,corpus,no,membresia Paraguay
HCDN150956,"EXPRESAR PREOCUPACION POR LA INFORMACION QUE SEÑALA LA POSIBLE SALIDA DEL MERCADO ARGENTINO, DE LA EMPRESA BRASILEÑA JBS, MAYOR PRODUCTORA MUNDIAL DE CARNE VACUNA.",2013-04-29T00:00:00,2013,DECLARACION,"ATANASOF, ALFREDO NESTOR",false,ninguno,,,,corpus,no,JBS
HCDN151293,"RESERVA FITOSANITARIA: SE DECLARA COMO TAL AL DEPARTAMENTO DE MALARGÜE Y AL AREA PROTEGIDA DE EL SOSNEADO DE SAN RAFAEL, PROVINCIA DE MENDOZA.",2013-05-03T00:00:00,2013,LEY,"JURI, MARIANA",false,ninguno,,,,corpus,no,reserva fitosanitaria
HCDN151307,"SOLICITAR AL PODER EJECUTIVO NACIONAL DISPONGA PROMOVER DENTRO DEL MARCO DE LOS TRATADOS QUE CONFORMAN EL MERCOSUR, LA SUSPENSION DE LA REPUBLICA BOLIVARIANA DE VENEZUELA DENTRO DE DICHO BLOQUE REGIONAL.",2013-05-03T00:00:00,2013,RESOLUCION,"OBIGLIO, JULIAN MARTIN",true,C,mercosur_institucional,administrativa_neutra,relacionada,corpus,no,suspension Venezuela
HCDN151308,"SOLICITAR AL PODER EJECUTIVO NACIONAL DISPONGA PROMOVER DENTRO DEL MARCO DEL MERCOSUR, EL LEVANTAMIENTO DE LA SUSPENSION QUE PESA SOBRE LA REPUBLICA DEL PARAGUAY.",2013-05-03T00:00:00,2013,RESOLUCION,"OBIGLIO, JULIAN MARTIN",true,C,mercosur_institucional,administrativa_neutra,relacionada,corpus,no,levantamiento suspension Paraguay
HCDN151409,"EXPRESAR BENEPLACITO POR EL ""II CONGRESO INTERNACIONAL DE PROFESORES DE LENGUAS OFICIALES DEL MERCOSUR - CIPLOM -"" JUNTO CON EL "" II ENCUENTRO INTERNACIONAL DE ASOCIACIONES DE PROFESORES DE LENGUAS OFICIALES DEL MERCOSUR - EAPLOM -"", A REALIZARSE DEL 7 AL 10 DE MAYO DE 2013, EN LA CIUDAD AUTONOMA DE BUENOS AIRES.",2013-05-07T00:00:00,2013,DECLARACION,"CURRILEN, OSCAR RUBEN",false,ninguno,,,,corpus,no,congreso
HCDN151417,"EXPRESAR BENEPLACITO POR LAS NUEVAS POSIBILIDADES QUE SE ABREN PARA LA PRODUCCION, MERCADO INTERNO DE CONSUMO Y EXPORTACION DE CARNE DE BUFALO.",2013-05-07T00:00:00,2013,DECLARACION,"MARTINEZ, JULIO CESAR",false,ninguno,,,,corpus,no,carne bufalo
HCDN151725,"DECLARAR DE INTERES DE LA HONORABLE CAMARA DE DIPUTADOS DE LA NACION LA ""JORNADA DE ACTUALIZACION SOBRE PRODUCTOS FITOSANITARIOS PARA CULTIVO DE TOMATE"", A REALIZARSE EL DIA 22 DE MAYO DE 2013 EN POCITO, PROVINCIA DE SAN JUAN.",2013-05-14T00:00:00,2013,RESOLUCION,"MARTINEZ, JULIO CESAR",false,ninguno,,,,corpus,no,jornada
HCDN151829,SOLICITAR AL PODER EJECUTIVO DISPONGA REALIZAR LAS GESTIONES NECESARIAS A FIN DE INCORPORAR PLENAMENTE A LA REPUBLICA DEL PARAGUAY COMO MIEMBRO DEL MERCOSUR.,2013-05-16T00:00:00,2013,DECLARACION,"BURYAILE, RICARDO",true,C,mercosur_institucional,administrativa_neutra,relacionada,corpus,no,reincorporacion Paraguay
HCDN151839,"DECLARAR DE INTERES DE LA HONORABLE CAMARA DE DIPUTADOS DE LA NACION LA ""III EDICION DE LA FERIA DE ARTESANIAS DEL MERCOSUR"", A REALIZARSE DEL 10 AL 14 DE OCTUBRE DE 2013 EN LA CIUDAD DE PUERTO IGUAZU, PROVINCIA DE MISIONES.",2013-05-17T00:00:00,2013,DECLARACION,"GUCCIONE, JOSE DANIEL",false,ninguno,,,,corpus,no,feria
HCDN152087,"EXIMIR DEL PAGO DE DERECHOS DE EXPORTACION A LAS VENTAS DE LOS PRODUCTOS Y SUBPRODUCTOS COMPRENDIDOS EN LAS POSICIONES ARANCELARIAS DE LA NOMENCLATURA COMUN DEL MERCOSUR, A PRODUCTORES DE DIVERSAS PROVINCIAS ARGENTINAS.",2013-05-20T00:00:00,2013,LEY,"CASAÑAS, JUAN FRANCISCO",false,ninguno,,,,corpus,no,NCM
HCDN152100,EXPRESAR PREOCUPACION POR EL DESCENSO DE LAS EXPORTACIONES ARGENTINAS DE CARNE.,2013-05-20T00:00:00,2013,RESOLUCION,"BIANCHI, IVANA MARIA",false,ninguno,,,,corpus,si,descenso export carne (sonda)
HCDN152133,"DECLARAR DE INTERES DE LA H. CAMARA LA ""XIX EXPO-RURAL DEL MERCOSUR"", A REALIZARSE DEL 5 AL 9 DE SEPTIEMBRE DE 2013 EN GOBERNADOR VIRASORO, PROVINCIA DE CORRIENTES.",2013-05-21T00:00:00,2013,RESOLUCION,"ASPIAZU, LUCIO BERNARDO",false,ninguno,,,,corpus,no,expo
HCDN152152,"LEY 26331, DE CONSERVACION DE BOSQUES NATIVOS: MODIFICACION DEL ARTICULO 5, SOBRE AGREGAR EL ITEM: ""PRESERVACION DEL EQUILIBRIO ECOLOGICO"".",2013-05-21T00:00:00,2013,LEY,"MARTINEZ, JULIO CESAR",true,D,eudr_trazabilidad_forestal,administrativa_neutra,relacionada,corpus,si,26331 art 5
HCDN152205,"EXPRESAR BENEPLACITO POR LA ELECCION DEL EMBAJADOR BRASILEÑO ROBERTO CARVALHO AZEVEDO, AL FRENTE DE LA ""ORGANIZACION MUNDIAL DE COMERCIO - OMC -"".",2013-05-22T00:00:00,2013,DECLARACION,"RAIMUNDI, CARLOS",false,ninguno,,,,corpus,no,OMC direccion
HCDN152221,"DECLARAR DE INTERES DE LA H. CAMARA EL ""ENCUENTRO MERCOSUR DE LA CANCION PARA NIÑOS Y NIÑAS"", A REALIZARSE DEL 19 AL 23 DE JUNIO DE 2013 EN LA CIUDAD AUTONOMA DE BUENOS AIRES.",2013-05-24T00:00:00,2013,RESOLUCION,"PERIE, JULIA ARGENTINA",false,ninguno,,,,corpus,no,evento
HCDN152452,"EXPRESAR BENEPLACITO POR LA ELECCION DEL EMBAJADOR BRASILEÑO ROBERTO CARVALHO AZEVEDO AL FRENTE DE LA ""ORGANIZACION MUNDIAL DE COMERCIO - OMC -"".",2013-05-29T00:00:00,2013,DECLARACION,"PERIE, JULIA ARGENTINA",false,ninguno,,,,corpus,no,OMC direccion
HCDN152503,"EXPRESAR BENEPLACITO POR EL CONVENIO ""PLAN ESTRATEGICO PATRIMONIAL"", DESTINADO A RECUPERAR LAS PIEZAS AUDIOVISUALES DEL MERCOSUR.",2013-05-30T00:00:00,2013,RESOLUCION,"PERIE, JULIA ARGENTINA",false,ninguno,,,,corpus,si,patrimonio audiovisual del bloque: oficialidad ambigua
HCDN152570,"PRESERVACION DE LOS BOSQUES NATIVOS (LEY 26331): MODIFICACION DEL ARTICULO 2, SOBRE AMPLIACION DE LA SUPERFICIE PROPIEDAD DE LAS COMUNIDADES INDIGENAS A VEINTE HECTAREAS.",2013-06-04T00:00:00,2013,LEY,"MARTINEZ, JULIO CESAR",true,D,eudr_trazabilidad_forestal,administrativa_neutra,relacionada,corpus,si,26331 art 2
HCDN152587,EXPRESAR PREOCUPACION POR EL INMINENTE INCUMPLIMIENTO DE LA TOTALIDAD DEL CUPO OTORGADO A NUESTRO PAIS BAJO EL REGIMEN DE CUOTA HILTON CORRESPONDIENTE AL PERIODO 2012-2013.,2013-06-04T00:00:00,2013,RESOLUCION,"CASAÑAS, JUAN FRANCISCO",true,B,comercio_ue_sectorial,pro_liberalizacion,relacionada,corpus,no,cupo Hilton
HCDN152829,"FIJAR EL DERECHO DEL CERO POR CIENTO (0%) A LA EXPORTACION PARA CONSUMO DE LAS MERCADERIAS COMPRENDIDAS EN LA NOMENCLATURA COMUN DEL MERCOSUR, QUE TIENEN UN REINTEGRO IMPOSITIVO IGUAL O SUPERIOR AL DERECHO DE EXPORTACION.",2013-06-06T00:00:00,2013,LEY,"ALFONSIN, RICARDO LUIS",false,ninguno,,,,corpus,no,NCM
HCDN152833,"DECLARAR DE INTERES DE LA H. CAMARA LAS CUARTAS JORNADAS DE PATRIMONIO INTANGIBLE DEL MERCOSUR, QUE SE REALIZARAN DEL 22 AL 24 DE AGOSTO DE 2013 EN LA CIUDAD CAPITAL DE LA PROVINCIA DE SAN JUAN.",2013-06-06T00:00:00,2013,RESOLUCION,"FERRA DE BARTOL, MARGARITA",false,ninguno,,,,corpus,no,jornadas
HCDN152822,FIJAR EN CERO POR CIENTO (0%) EL DERECHO DE EXPORTACION APLICABLE A LAS DISTINTAS VARIEDADES DE DIVERSOS PRODUCTOS EN LAS POSICIONES ARANCELARIAS DE LA NOMENCLATURA COMUN DEL MERCOSUR -NCM-.,2013-06-07T00:00:00,2013,LEY,"BURYAILE, RICARDO",false,ninguno,,,,corpus,no,NCM
HCDN152746,EXPRESAR PREOCUPACION POR EL INCUMPLIMIENTO DE LA CUOTA HILTON POR PARTE DE LA REPUBLICA ARGENTINA.,2013-06-12T00:00:00,2013,DECLARACION,"ORSOLINI, PABLO EDUARDO",true,B,comercio_ue_sectorial,pro_liberalizacion,relacionada,corpus,no,
HCDN153010,MODIFICACION DEL ARTICULO 8 DE LA LEY 24432 DE HONORARIOS Y ARANCELES PROFESIONALES; SOBRE PAGO EN JUICIOS LABORALES.,2013-06-19T00:00:00,2013,LEY,"MOYANO, JUAN FACUNDO",false,ninguno,,,,corpus,no,honorarios
HCDN153671,EXPRESAR PREOCUPACION POR LA SITUACION QUE ATRAVIESA LA INDUSTRIA DE BIODIESEL.,2013-07-02T00:00:00,2013,DECLARACION,"MARTINEZ, JULIO CESAR",false,ninguno,,,,corpus,si,industria biodiesel (sonda)
HCDN153757,"DECLARAR DE INTERES DE LA H. CAMARA LA IX EDICION DEL PROGRAMA DE FORMACION EN VALORES EN EL ""MERCOSUR"" Y LA ""UNASUR"" ""MANOS JOVENES ESCRIBEN EN GRANDE"", REALIZADA DEL 1 DE ABRIL AL 1 DE DICIEMBRE DE 2013 .",2013-07-04T00:00:00,2013,RESOLUCION,"DIAZ ROIG, JUAN CARLOS",true,C,mercosur_simbolico,administrativa_neutra,relacionada,corpus,si,programa formacion en valores SEM
HCDN153817,"DECLARAR DE INTERES DE LA H. CAMARA EL I ENCUENTRO DE AGENTES DE BIBLIOTECAS Y BIBLIOTECARIOS DEL MERCOSUR BAJO EL LEMA ""NUEVOS DESAFIOS DE LA BIBLIOTECA"", A REALIZARSE LOS DIAS 22 Y 23 DE AGOSTO DE 2013, EN LA CIUDAD DE POSADAS, PROVINCIA DE MISIONES.",2013-07-10T00:00:00,2013,RESOLUCION,"LEVERBERG, STELLA MARIS",false,ninguno,,,,corpus,no,bibliotecarios
HCDN154007,"DECLARAR DE INTERES DE LA H. CAMARA EL II SIMPOSIO INTERNACIONAL DE TECNOLOGIAS DE APLICACION DE FITOSANITARIOS, A REALIZARSE LOS DIAS 30 Y 31 DE OCTUBRE DE 2013 EN FAMAILLA, PROVINCIA DE TUCUMAN.",2013-07-15T00:00:00,2013,RESOLUCION,"ORSOLINI, PABLO EDUARDO",false,ninguno,,,,corpus,no,simposio
HCDN155017,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON UN NUEVO INCUMPLIMIENTO DE LAS EXPORTACIONES DE CARNE VACUNA A LA UNION EUROPEA ""- CUOTA HILTON -"", CORRESPONDIENTE AL CUPO 2012 - 2013.",2013-08-08T00:00:00,2013,RESOLUCION,"FORTE, ULISES UMBERTO JOSE",true,B,comercio_ue_sectorial,administrativa_neutra,relacionada,corpus,no,Hilton a la UE
HCDN155365,"APROBACION DEL PROTOCOLO DE ADHESION DEL ESTADO PLURINACIONAL DE BOLIVIA AL MERCOSUR, CELEBRADO EN BRASILIA, REPUBLICA FEDERATIVA DEL BRASIL, EL 7 DE DICIEMBRE DE 2012.",2013-08-14T00:00:00,2013,MENSAJE Y PROYECTO DE LEY,"FERNANDEZ DE KIRCHNER, CRISTINA",true,C,mercosur_institucional,administrativa_neutra,relacionada,corpus,no,adhesion Bolivia
HCDN155456,"EXPRESAR BENEPLACITO POR LA REALIZACION DE LA ""FIESTA NACIONAL DE LA APICULTURA Y LA 18 EXPO APICOLA DEL MERCOSUR - EXPO MACIA 2013 -"", REALIZADA DEL 22 AL 24 DE MARZO DE 2013, ORGANIZADA POR LA COMUNIDAD DE MACIA, PROVINCIA DE ENTRE RIOS.",2013-08-20T00:00:00,2013,RESOLUCION,"BASTERRA, LUIS EUGENIO",false,ninguno,,,,corpus,no,expo
HCDN155557,"DECLARAR DE INTERES DE LA H. CAMARA EL IV ENCUENTRO DE MUSEOS UNIVERSITARIOS DEL MERCOSUR Y I ENCUENTRO DE MUSEOS UNIVERSITARIOS LATINOAMERICANOS Y DEL CARIBE BAJO EL LEMA ""MUSEOS UNIVERSITARIOS. NUEVOS DESAFIOS ENTRE EXPOSICIONES Y DEBATES"", A REALIZARSE EL 24 Y 25 DE OCTUBRE DE 2013 EN LA CIUDAD CAPITAL DE LA PROVINCIA DE SANTA FE.",2013-08-22T00:00:00,2013,DECLARACION,"COMI, CARLOS MARCELO",false,ninguno,,,,corpus,no,museos
HCDN155586,"DECLARAR DE INTERES DE LA H. CAMARA LA ""TERCERA EDICION DE LA FERIA DE ARTESANIAS DEL MERCOSUR"", A REALIZARSE DEL 10 AL 14 DE OCTUBRE DE 2013 EN LA CIUDAD DE PUERTO IGUAZU, PROVINCIA DE MISIONES..",2013-08-26T00:00:00,2013,RESOLUCION,"LEVERBERG, STELLA MARIS",false,ninguno,,,,corpus,no,feria
HCDN155661,"DECLARAR DE INTERES DE LA H. CAMARA EL ""4 CONGRESO NACIONAL DEL INTERIOR Y 2 DEL MERCOSUR CONTRA LA TRATA Y TRAFICO DE PERSONAS"", A REALIZARSE LOS DIAS 5 Y 6 DE SETIEMBRE DE 2013 EN VILLA MARIA, PROVINCIA DE CORDOBA.",2013-08-27T00:00:00,2013,DECLARACION,"VALINOTTO, JORGE ANSELMO",false,ninguno,,,,corpus,no,congreso
HCDN155665,SOLICITAR AL PODER EJECUTIVO DISPONGA LAS MEDIDAS NECESARIAS PARA ESTABLECER EL MISMO TRATAMIENTO FISCAL QUE DETENTA EL GASOIL PARA EL BIODIESEL.,2013-08-27T00:00:00,2013,DECLARACION,"MARTINEZ, JULIO CESAR",false,ninguno,,,,corpus,no,fiscal biodiesel domestico
HCDN156293,"EXPRESAR RECONOCIMIENTO POR LA ESTRATEGIA PARA EL ORDENAMIENTO DE LOS BOSQUES NATIVOS QUE SE DESARROLLA EN LA PROVINCIA DE SANTA FE, EN EL MARCO DE LA LEY NACIONAL DE PRESUPUESTOS MINIMOS DE PROTECCION AMBIENTAL DE LOS BOSQUES NATIVOS (LEY 26331).",2013-09-12T00:00:00,2013,DECLARACION,"RIESTRA, ANTONIO SABINO",true,D,eudr_trazabilidad_forestal,administrativa_neutra,relacionada,corpus,si,OTBN Santa Fe
HCDN156567,"DECLARAR DE INTERES DE LA H. CAMARA LA ""JORNADA: MANEJO FITOSANITARIO EN TABACO"", A REALIZARSE EL DIA 18 DE SEPTIEMBRE DE 2013 EN ROSARIO DE LERMA, PROVINCIA DE SALTA.",2013-09-17T00:00:00,2013,RESOLUCION,"MARTINEZ, JULIO CESAR",false,ninguno,,,,corpus,no,jornada
HCDN156569,"DECLARAR DE INTERES DE LA H. LA ""XVIII REUNION ANUAL DE LA RED PYMES MERCOSUR"", A REALIZARSE DEL 25 AL 27 DE SETIEMBRE DE 2013 EN LA CIUDAD DE RESISTENCIA, PROVINCIA DEL CHACO.",2013-09-17T00:00:00,2013,RESOLUCION,"SOTO, GLADYS BEATRIZ",false,ninguno,,,,corpus,no,evento
HCDN156793,"DECLARAR DE INTERES DE LA H. CAMARA EL ""III CONGRESO INTERNACIONAL DE TURISMO, EDUCACION INTERCULTURAL Y DESARROLLO LOCAL DE LAS MISIONES JESUITICAS DEL MERCOSUR"", A REALIZARSE EL 26 Y 27 DE SEPTIEMBRE DE 2013 EN LA LOCALIDAD DE CORPUS, PROVINCIA DE MISIONES.",2013-09-26T00:00:00,2013,RESOLUCION,"LEVERBERG, STELLA MARIS",false,ninguno,,,,corpus,no,congreso
HCDN156861,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE LAS MEDIDAS ADOPTADAS PARA LOGRAR UN EFICAZ CONTROL DE LAS PRESTACIONES QUE BRINDA EL ""INSTITUTO NACIONAL DE SERVICIOS SOCIALES PARA JUBILADOS Y PENSIONADOS - PAMI -"", Y EVITAR EL COBRO NO DOCUMENTADO E IRREGULAR DE ARANCELES SUPLEMENTARIOS EN LA ATENCION MEDICA DE SUS AFILIADOS.",2013-10-01T00:00:00,2013,RESOLUCION,"MALDONADO, VICTOR HUGO",false,ninguno,,,,corpus,no,PAMI
HCDN156992,"DECLARAR DE INTERES DE LA H. CAMARA LA ""PRIMERA JORNADA DE CORTES DE CARNE VACUNA ARGENTINA DE CALIDAD SUPERIOR"", REALIZADA EL DIA 2 DE OCTUBRE DE 2013 EN MOSCU, RUSIA.",2013-10-08T00:00:00,2013,RESOLUCION,"MARTINEZ, JULIO CESAR",false,ninguno,,,,corpus,no,jornada Moscu
HCDN157013,"EXPRESAR PREOCUPACION POR LAS MEDIDAS QUE ADOPTO LA ""UNION EUROPEA"" FIJANDO ARANCELES ANTIDUMPING CONTRA EL BIODIESEL ARGENTINO.",2013-10-08T00:00:00,2013,DECLARACION,"MARTINEZ, JULIO CESAR",true,B,comercio_ue_sectorial,pro_liberalizacion,relacionada,corpus,no,antidumping UE biodiesel
